,0,1,2,3,4,5,6,7
0,0.12413793099999998,0.06293706300000002,0.045197741000000013,0.034188034000000034,-0.07821229099999999,-0.018072288999999964,0.009900989999999998,0.007943291703856409
1,0.29655172399999996,0.258741258,0.248587571,0.213675214,-0.094972067,-0.30120481899999996,-0.05940594100000002,-0.18937922915280733
2,-0.04137930999999995,0.006993007000000051,0.056497175000000066,0.24786324800000004,-0.31134078200000004,-0.759036145,0.07920792100000007,-0.12800424847916672
3,-0.04137930999999995,0.006993007000000051,0.056497175000000066,0.24786324800000004,-0.31134078200000004,-0.759036145,0.07920792100000007,-0.12800424847916672
4,0.17931034499999998,0.23076923100000002,-0.005649716999999943,-0.106837607,0.06703910599999996,0.56626506,0.762376238,0.026885443685305793
5,0.18620689600000007,0.23776223799999996,0.08474576199999995,0.333333334,-0.6536312850000001,-0.728915663,0.15841584200000003,-0.21304172375
6,0.3310344820000001,0.335664336,0.220338983,0.46581196599999997,-0.6927374310000001,-0.734939759,0.09900990100000007,-0.21083119739583334
7,-0.013793104,0.006993007000000051,0.15819209,-0.16239316300000006,0.7150837990000001,0.879518072,0.712871287,0.02558100074633307
8,0.013793104,0.020979021000000042,-0.022598869999999938,0.3589743590000001,-0.590670391,-0.6506024100000001,0.10891089100000007,0.06334006529303873
9,0.2896551730000001,0.27972027999999993,0.23728813599999998,0.3760683760000001,-0.29050279300000004,-0.5602409629999999,-0.48118811899999997,-0.18903196164583327
10,0.006896550999999973,0.03496503500000003,0.028192090000000003,-0.15811965799999994,0.44162011199999995,0.397590361,-0.039603959999999994,0.03661034345833336
11,0.006896550999999973,0.03496503500000003,0.028192090000000003,-0.15811965799999994,0.44162011199999995,0.397590361,-0.039603959999999994,0.03765093205434972
12,-0.013793103000000029,0.090909091,0.192090396,-0.076923077,0.726256983,0.481927711,0.56039604,0.03352010439803815
13,0.12413793099999998,0.06293706300000002,0.045197741000000013,0.034188034000000034,-0.07821229099999999,-0.018072288999999964,0.009900989999999998,-0.22616685294163724
14,0.2910344820000001,0.315664336,0.220338983,0.46581196599999997,-0.6927374310000001,-0.734939759,0.09900990100000007,-0.21083119739583334
15,0.2510344820000001,0.265664336,0.220338983,0.46581196599999997,-0.4927374310000001,-0.534939759,0.09900990100000007,-0.26083119739583334
16,0.1510344820000001,0.235664336,0.200338983,0.46581196599999997,-0.4927374310000001,-0.234939759,0.09900990100000007,-0.20083119739583334
